YEAR,SERIAL,PERNUM,PERWT,SPLOC,SEX,AGE,MARST,RACE,HISPAN,BPL,BPLD,NATIVITY,RACE_SP,HISPAN_SP,BPL_SP,BPLD_SP,NATIVITY_SP,REGION,REGION_SP,COUNTRY,COUNTRY_SP,SPOUSE_CATEGORY,MARRIAGE_TYPE
2010,907025,1,41.0,2,2,52,1.0,1,0,455,45500,,1.0,0.0,455.0,45500.0,,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2020,2574402,1,8.0,2,1,55,1.0,1,0,453,45300,,1.0,0.0,27.0,2700.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2000,1498621,1,14.0,2,1,41,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
1930,1202226,2,20.41,3,1,30,1.0,1,0,410,41000,5.0,1.0,0.0,8.0,800.0,4.0,Ireland,United States,Ireland,United States,US-Born,Married US-born
2000,3019819,1,8.0,2,1,59,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2000,2738343,2,47.0,1,2,38,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1930,73167,1,19.51,2,1,55,1.0,1,0,410,41000,5.0,1.0,0.0,6.0,600.0,2.0,Ireland,United States,Ireland,United States,US-Born,Married US-born
2010,5833595,2,28.0,1,2,53,1.0,1,0,465,46547,,1.0,0.0,465.0,46547.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2015,920064,1,12.0,2,2,29,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2000,4820974,1,6.0,2,1,69,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,962686,1,21.0,2,1,44,1.0,1,1,210,21030,,1.0,1.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2010,4745895,2,21.0,1,2,38,1.0,7,4,210,21030,,7.0,4.0,210.0,21030.0,,Central America/Caribbean,Central America/Caribbean,Central America (ns),Central America (ns),Central America (ns),Same Country
2010,315780,2,15.0,1,2,37,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2023,4427626,2,5.0,4,2,44,1.0,7,4,300,30025,,7.0,1.0,200.0,20000.0,,South America,Mexico,South America (ns),Mexico,Mexico,Different Region
2023,3919756,2,10.0,1,1,56,1.0,1,0,600,60012,,1.0,0.0,600.0,60012.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1930,1440041,1,20.12,2,1,60,1.0,1,0,452,45200,5.0,1.0,0.0,452.0,45200.0,5.0,Central Europe,Central Europe,Czechoslovakia,Czechoslovakia,Czechoslovakia,Same Country
2020,2086442,1,18.0,2,1,49,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,6182989,1,144.0,2,1,69,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,3552623,3,14.0,1,1,34,1.0,6,0,521,52100,,6.0,0.0,521.0,52140.0,,India,India,India,India,India,Same Country
2010,1394918,2,40.0,1,2,52,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2000,190147,1,23.0,2,1,59,1.0,1,3,250,25000,,1.0,0.0,36.0,3600.0,,Central America/Caribbean,United States,Cuba,United States,US-Born,Married US-born
2000,3669280,2,28.0,1,2,34,1.0,5,0,501,50100,,1.0,0.0,434.0,43400.0,,Japan,Scandinavia,Japan,Iceland,Iceland,Different Region
2023,231485,1,9.0,2,1,66,1.0,1,0,150,15000,,1.0,0.0,15.0,1500.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2000,630823,1,18.0,2,2,28,1.0,1,0,453,45300,,1.0,0.0,45.0,4500.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2020,4608965,2,18.0,1,1,31,1.0,7,4,210,21040,,7.0,2.0,25.0,2500.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
2000,432906,4,20.0,5,1,28,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2023,1585844,1,35.0,2,2,51,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2015,2907207,2,7.0,1,2,59,1.0,8,0,522,52200,,8.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
2015,4031648,1,11.0,2,2,52,1.0,1,0,436,43600,,1.0,0.0,436.0,43600.0,,Western Europe,Western Europe,Netherlands,Netherlands,Netherlands,Same Country
2020,5948087,1,12.0,2,2,51,1.0,1,1,200,20000,,6.0,0.0,518.0,51800.0,,Mexico,Southeast Asia,Mexico,Thailand,Thailand,Different Region
2023,534194,2,18.0,1,2,34,1.0,8,1,200,20000,,8.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,4481888,2,23.0,1,2,38,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
1990,3303009,1,33.0,2,1,61,1.0,4,0,516,51600,,4.0,0.0,500.0,50000.0,,Southeast Asia,China,Indonesia,China,China,Different Region
2010,4184256,2,17.0,1,2,81,1.0,1,2,110,11000,,1.0,2.0,110.0,11000.0,,US Territory,US Territory,Puerto Rico,Puerto Rico,Puerto Rico,Same Country
2023,588794,2,20.0,1,2,52,1.0,4,0,500,50010,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2020,1458491,1,46.0,2,2,71,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
2020,1089365,1,59.0,2,2,49,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1880,7997101,2,106.51,1,2,42,1.0,1,0,411,41100,5.0,1.0,0.0,44.0,4400.0,1.0,United Kingdom,United States,Channel Islands,United States,US-Born,Married US-born
2010,512808,7,9.0,6,2,55,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2010,5517526,1,44.0,2,2,41,1.0,1,1,200,20000,,1.0,1.0,48.0,4800.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2000,5802187,2,16.0,1,2,36,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2000,143201,2,19.0,1,2,50,1.0,1,0,522,52200,,1.0,0.0,12.0,1200.0,,South Asia,United States,Pakistan,United States,US-Born,Married US-born
2010,6013557,2,24.0,1,2,29,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,1279415,1,28.0,2,2,32,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
2020,2058910,2,22.0,1,1,42,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,240016,1,37.0,2,1,30,1.0,6,0,600,60065,,6.0,0.0,200.0,20000.0,,Africa,Mexico,Africa (ns),Mexico,Mexico,Different Region
2010,4017191,1,26.0,2,1,45,1.0,1,4,438,43800,,1.0,4.0,438.0,43800.0,,France,France,France,France,France,Same Country
2023,5321011,1,11.0,2,1,35,1.0,1,2,110,11000,,1.0,0.0,42.0,4200.0,,US Territory,United States,Puerto Rico,United States,US-Born,Married US-born
2023,837061,2,13.0,3,1,79,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
1930,667290,2,19.49,1,2,44,1.0,1,0,405,40500,5.0,1.0,0.0,405.0,40500.0,5.0,United Kingdom,United Kingdom,United Kingdom (ns),United Kingdom (ns),United Kingdom (ns),Same Country
2020,5893426,2,11.0,1,1,60,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,2167823,2,27.0,1,2,28,1.0,1,4,210,21060,,1.0,4.0,6.0,600.0,,Central America/Caribbean,United States,Central America (ns),United States,US-Born,Married US-born
2015,1620023,1,16.0,2,1,70,1.0,2,0,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
1900,442379,8,19.73,7,1,65,1.0,1,0,410,41000,5.0,1.0,0.0,410.0,41000.0,5.0,Ireland,Ireland,Ireland,Ireland,Ireland,Same Country
1980,221660,1,20.0,2,1,26,1.0,1,1,200,20000,,1.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2023,2084994,2,16.0,1,1,66,1.0,1,0,456,45600,,1.0,0.0,456.0,45600.0,,Central Europe,Central Europe,Albania,Albania,Albania,Same Country
1900,539812,2,19.85,1,2,40,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2015,424714,1,38.0,2,2,33,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,1049873,2,21.0,1,1,36,1.0,1,0,300,30015,,1.0,0.0,300.0,30065.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,812741,2,6.0,1,2,60,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2020,2948217,2,21.0,1,2,51,1.0,1,0,150,15000,,1.0,0.0,36.0,3600.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2000,5255617,1,21.0,2,1,51,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1980,2836708,1,20.0,2,1,40,1.0,5,0,501,50100,,5.0,0.0,501.0,50100.0,,Japan,Japan,Japan,Japan,Japan,Same Country
1930,1274261,2,20.02,1,2,62,1.0,1,0,452,45200,5.0,1.0,0.0,452.0,45200.0,5.0,Central Europe,Central Europe,Czechoslovakia,Czechoslovakia,Czechoslovakia,Same Country
2010,2892420,2,29.0,1,1,43,1.0,1,0,537,53700,,1.0,0.0,26.0,2600.0,,Middle East,United States,Iran,United States,US-Born,Married US-born
2020,2202707,2,24.0,1,2,33,1.0,1,0,600,60012,,1.0,0.0,600.0,60012.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2015,395350,1,19.0,2,1,30,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,738971,1,4.0,2,1,47,1.0,6,0,710,71023,,6.0,0.0,6.0,600.0,,Oceania,United States,New Zealand,United States,US-Born,Married US-born
2010,2702466,2,62.0,1,2,38,1.0,2,0,600,60044,,2.0,0.0,600.0,60044.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2000,2634330,1,13.0,2,1,29,1.0,7,4,200,20000,,8.0,4.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,659278,2,10.0,1,2,40,1.0,4,0,517,51700,,6.0,0.0,517.0,51700.0,,Vietnam,Vietnam,Vietnam,Vietnam,Vietnam,Same Country
2010,4121724,1,6.0,2,1,33,1.0,6,0,521,52110,,6.0,0.0,521.0,52110.0,,India,India,India,India,India,Same Country
1990,3794830,1,28.0,2,1,33,1.0,2,0,600,60033,,2.0,0.0,36.0,3600.0,,Africa,United States,Africa (ns),United States,US-Born,Married US-born
2015,1633561,2,7.0,1,2,47,1.0,1,0,300,30015,,1.0,0.0,300.0,30015.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2020,1381085,1,21.0,2,1,77,1.0,1,3,250,25000,,1.0,3.0,250.0,25000.0,,Central America/Caribbean,Central America/Caribbean,Cuba,Cuba,Cuba,Same Country
1930,1415986,8,19.87,9,1,25,1.0,1,1,200,20000,5.0,1.0,1.0,200.0,20000.0,5.0,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,817129,1,10.0,2,1,74,1.0,4,0,500,50010,,4.0,0.0,500.0,50010.0,,China,China,China,China,China,Same Country
2010,1481759,2,16.0,1,2,45,1.0,1,4,300,30050,,1.0,4.0,300.0,30050.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1980,1838621,1,20.0,2,1,55,1.0,1,0,150,15000,,1.0,0.0,44.0,4400.0,,Canada,United States,Canada,United States,US-Born,Married US-born
1980,3479473,1,20.0,2,1,33,1.0,1,0,900,90010,,1.0,0.0,40.0,4000.0,,Born Abroad (US parents),United States,Born abroad (US parents),United States,US-Born,Married US-born
2000,2863185,2,13.0,3,1,51,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2000,1458429,1,18.0,2,1,31,1.0,4,0,502,50200,,4.0,0.0,515.0,51500.0,,Korea,Philippines,Korea,Philippines,Philippines,Different Region
2000,8812,2,5.0,1,2,45,1.0,8,0,513,51300,,8.0,0.0,513.0,51300.0,,Southeast Asia,Southeast Asia,Myanmar/Burma,Myanmar/Burma,Myanmar/Burma,Same Country
2015,857229,1,16.0,2,1,84,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,709480,2,42.0,1,1,63,1.0,6,0,518,51800,,6.0,0.0,518.0,51800.0,,Southeast Asia,Southeast Asia,Thailand,Thailand,Thailand,Same Country
1990,2731116,2,23.0,1,2,34,1.0,6,0,513,51300,,6.0,0.0,513.0,51300.0,,Southeast Asia,Southeast Asia,Myanmar/Burma,Myanmar/Burma,Myanmar/Burma,Same Country
1930,1357825,1,21.42,2,1,31,1.0,1,0,465,46500,5.0,1.0,0.0,46.0,4600.0,1.0,Spain/Portugal,United States,Spain,United States,US-Born,Married US-born
1930,833928,1,20.33,2,1,71,1.0,1,0,410,41000,5.0,1.0,0.0,410.0,41000.0,5.0,Ireland,Ireland,Ireland,Ireland,Ireland,Same Country
2020,4772119,2,24.0,1,2,36,1.0,4,0,500,50040,,1.0,0.0,39.0,3900.0,,China,United States,China,United States,US-Born,Married US-born
1900,712380,2,19.89,1,2,48,1.0,1,0,414,41400,5.0,1.0,0.0,414.0,41400.0,5.0,United Kingdom,United Kingdom,Code 414,Code 414,Code 414,Same Country
2023,571827,2,8.0,3,2,77,1.0,6,0,521,52100,,6.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
1980,1187280,1,20.0,2,1,44,1.0,6,0,515,51500,,1.0,0.0,15.0,1500.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2015,943022,2,18.0,1,2,49,1.0,1,1,200,20000,,1.0,0.0,300.0,30015.0,,Mexico,South America,Mexico,South America (ns),South America (ns),Different Region
1900,452554,2,19.81,1,2,29,1.0,1,0,150,15080,5.0,1.0,0.0,150.0,15080.0,5.0,Canada,Canada,Canada,Canada,Canada,Same Country
2020,6732741,1,10.0,2,1,33,1.0,6,0,500,50030,,6.0,0.0,500.0,50030.0,,China,China,China,China,China,Same Country
2015,1962465,2,10.0,1,2,59,1.0,6,0,515,51500,,5.0,0.0,15.0,1500.0,,Philippines,United States,Philippines,United States,US-Born,Married US-born
2000,947791,1,15.0,2,2,55,1.0,1,0,465,46547,,1.0,0.0,465.0,46530.0,,Spain/Portugal,Spain/Portugal,Spain,Spain,Spain,Same Country
2020,954509,2,10.0,1,2,27,1.0,7,1,200,20000,,7.0,4.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2023,1052468,1,31.0,2,1,58,1.0,6,0,511,51100,,6.0,0.0,511.0,51100.0,,China,China,Hong Kong,Hong Kong,Hong Kong,Same Country
2010,408969,2,8.0,1,2,75,1.0,5,0,501,50100,,1.0,0.0,31.0,3100.0,,Japan,United States,Japan,United States,US-Born,Married US-born
1980,989431,1,20.0,2,1,33,1.0,1,4,436,43600,,1.0,4.0,34.0,3400.0,,Western Europe,United States,Netherlands,United States,US-Born,Married US-born
2023,3786761,2,21.0,1,2,32,1.0,7,0,502,50200,,6.0,0.0,500.0,50000.0,,Korea,China,Korea,China,China,Different Region
1930,654099,1,20.3,2,1,55,1.0,1,0,455,45500,5.0,1.0,0.0,455.0,45500.0,5.0,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2023,4928311,2,17.0,1,2,45,1.0,8,0,453,45300,,1.0,0.0,39.0,3900.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2010,3730515,1,2.0,2,1,82,1.0,1,0,150,15000,,1.0,4.0,35.0,3500.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2023,1052418,2,10.0,1,2,63,1.0,2,0,260,26030,,2.0,0.0,6.0,600.0,,Central America/Caribbean,United States,West Indies (ns),United States,US-Born,Married US-born
1990,484585,3,13.0,4,1,35,1.0,4,0,511,51100,,4.0,0.0,500.0,50000.0,,China,China,Hong Kong,China,China,Same Region
2015,3972509,1,15.0,2,1,46,1.0,1,0,410,41000,,2.0,0.0,438.0,43800.0,,Ireland,France,Ireland,France,France,Different Region
2015,3221179,2,35.0,1,2,46,1.0,1,0,532,53200,,1.0,0.0,532.0,53200.0,,Middle East,Middle East,Israel,Israel,Israel,Same Country
2020,810031,6,19.0,5,2,50,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,1030011,4,6.0,8,1,68,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2020,4192618,12,56.0,4,1,28,1.0,7,4,260,26010,,7.0,4.0,260.0,26010.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2020,2895099,2,10.0,1,2,46,1.0,6,0,502,50200,,6.0,0.0,515.0,51500.0,,Korea,Philippines,Korea,Philippines,Philippines,Different Region
2023,1513758,2,5.0,1,2,70,1.0,8,4,300,30025,,8.0,4.0,300.0,30025.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
1970,78492,1,100.0,2,1,60,1.0,1,0,455,45500,5.0,1.0,0.0,36.0,3600.0,4.0,Central Europe,United States,Romania,United States,US-Born,Married US-born
2010,1418782,2,8.0,1,2,63,1.0,1,0,260,26060,,1.0,0.0,12.0,1200.0,,Central America/Caribbean,United States,West Indies (ns),United States,US-Born,Married US-born
2023,749869,2,7.0,1,1,84,1.0,1,0,413,41300,,1.0,0.0,6.0,600.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2000,5805782,1,27.0,2,1,41,1.0,1,0,522,52200,,1.0,0.0,522.0,52200.0,,South Asia,South Asia,Pakistan,Pakistan,Pakistan,Same Country
1990,1771078,1,42.0,2,1,29,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1900,564393,1,19.64,2,1,30,1.0,1,0,455,45530,5.0,1.0,0.0,455.0,45530.0,5.0,Central Europe,Central Europe,Romania,Romania,Romania,Same Country
2020,4467113,2,27.0,1,2,74,1.0,1,0,453,45300,,1.0,0.0,55.0,5500.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2010,3035186,1,12.0,2,1,52,1.0,1,0,532,53200,,1.0,0.0,532.0,53200.0,,Middle East,Middle East,Israel,Israel,Israel,Same Country
2020,3062579,2,23.0,1,2,26,1.0,1,0,532,53200,,1.0,0.0,532.0,53200.0,,Middle East,Middle East,Israel,Israel,Israel,Same Country
2010,773140,1,16.0,2,1,56,1.0,8,0,600,60054,,8.0,0.0,600.0,60054.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2000,2880611,1,19.0,2,1,45,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1980,3268020,2,20.0,1,2,77,1.0,1,0,453,45310,,1.0,0.0,453.0,45310.0,,Poland,Poland,Poland,Poland,Poland,Same Country
2020,988518,1,27.0,2,1,36,1.0,1,0,453,45300,,1.0,0.0,453.0,45300.0,,Poland,Poland,Poland,Poland,Poland,Same Country
2023,220055,2,12.0,1,1,27,1.0,6,0,500,50000,,6.0,0.0,521.0,52100.0,,China,India,China,India,India,Different Region
2000,903409,1,38.0,2,1,41,1.0,6,0,502,50200,,6.0,0.0,502.0,50200.0,,Korea,Korea,Korea,Korea,Korea,Same Country
2015,424343,2,9.0,1,1,53,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,6311704,2,40.0,1,2,31,1.0,1,0,600,60014,,2.0,0.0,600.0,60015.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
1990,294348,1,28.0,2,1,32,1.0,1,0,453,45300,,1.0,0.0,6.0,600.0,,Poland,United States,Poland,United States,US-Born,Married US-born
1980,4495972,1,20.0,2,1,41,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,1239865,1,21.0,2,1,69,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
2000,394224,2,15.0,1,2,34,1.0,2,4,260,26010,,2.0,0.0,12.0,1200.0,,Central America/Caribbean,United States,West Indies (ns),United States,US-Born,Married US-born
2020,922221,1,40.0,2,1,65,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,5717444,1,14.0,2,2,37,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
2015,650215,2,18.0,1,2,44,1.0,1,0,600,60094,,1.0,0.0,36.0,3600.0,,Africa,United States,Africa (ns),United States,US-Born,Married US-born
2023,6478040,1,16.0,2,2,60,1.0,6,0,700,70020,,1.0,0.0,6.0,600.0,,Oceania,United States,Australia,United States,US-Born,Married US-born
2015,3066971,1,17.0,2,1,31,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,5770000,1,14.0,2,2,52,1.0,1,0,453,45300,,1.0,0.0,48.0,4800.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2023,4292315,2,225.0,1,2,59,1.0,4,0,500,50010,,4.0,0.0,500.0,50010.0,,China,China,China,China,China,Same Country
2023,868151,1,11.0,2,1,72,1.0,8,1,200,20000,,8.0,1.0,6.0,600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
2020,1579924,1,8.0,2,2,53,1.0,2,0,260,26020,,2.0,0.0,260.0,26020.0,,Central America/Caribbean,Central America/Caribbean,West Indies (ns),West Indies (ns),West Indies (ns),Same Country
2023,4474547,1,46.0,2,2,66,1.0,1,0,599,59900,,1.0,0.0,465.0,46547.0,,Asia (Other),Spain/Portugal,Asia (ns),Spain,Spain,Different Region
2015,374877,2,14.0,1,2,53,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2015,4116613,1,17.0,2,1,44,1.0,2,0,600,60034,,2.0,0.0,600.0,60034.0,,Africa,Africa,Africa (ns),Africa (ns),Africa (ns),Same Country
2020,3916716,5,25.0,4,2,68,1.0,8,0,521,52100,,8.0,0.0,521.0,52100.0,,India,India,India,India,India,Same Country
2000,2363428,2,26.0,1,2,44,1.0,7,1,200,20000,,1.0,0.0,26.0,2600.0,,Mexico,United States,Mexico,United States,US-Born,Married US-born
1990,2049964,2,14.0,1,2,51,1.0,1,0,414,41400,,1.0,0.0,34.0,3400.0,,United Kingdom,United States,Code 414,United States,US-Born,Married US-born
1900,71122,2,19.68,1,2,50,1.0,1,0,453,45300,5.0,1.0,0.0,453.0,45300.0,5.0,Poland,Poland,Poland,Poland,Poland,Same Country
2023,3231569,2,13.0,1,2,34,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
1930,831120,1,20.33,2,1,38,1.0,1,0,465,46500,5.0,1.0,0.0,456.0,45600.0,5.0,Spain/Portugal,Central Europe,Spain,Albania,Albania,Different Region
2015,3968238,2,41.0,1,2,43,1.0,1,4,300,30060,,1.0,4.0,300.0,30050.0,,South America,South America,South America (ns),South America (ns),South America (ns),Same Country
2023,3667075,2,27.0,1,2,51,1.0,1,0,450,45000,,1.0,0.0,48.0,4800.0,,Central Europe,United States,Austria-Hungary (ns),United States,US-Born,Married US-born
2000,1052142,2,34.0,1,1,28,1.0,6,0,515,51500,,6.0,0.0,515.0,51500.0,,Philippines,Philippines,Philippines,Philippines,Philippines,Same Country
1980,3560309,1,20.0,2,1,35,1.0,1,0,410,41000,,1.0,0.0,41.0,4100.0,,Ireland,United States,Ireland,United States,US-Born,Married US-born
2020,473599,2,9.0,1,1,64,1.0,1,0,150,15000,,1.0,0.0,150.0,15000.0,,Canada,Canada,Canada,Canada,Canada,Same Country
1990,2169812,2,24.0,1,2,39,1.0,1,0,453,45310,,1.0,0.0,6.0,600.0,,Poland,United States,Poland,United States,US-Born,Married US-born
2020,6377871,2,10.0,1,2,55,1.0,1,4,300,30050,,1.0,0.0,18.0,1800.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2010,771408,7,32.0,6,2,25,1.0,7,1,200,20000,,7.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
1990,5187321,1,18.0,2,1,35,1.0,1,0,150,15000,,1.0,0.0,51.0,5100.0,,Canada,United States,Canada,United States,US-Born,Married US-born
2020,1754945,1,11.0,2,1,63,1.0,4,0,500,50040,,4.0,0.0,500.0,50040.0,,China,China,China,China,China,Same Country
2015,1363327,2,11.0,1,2,41,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2020,375682,2,8.0,1,2,57,1.0,1,1,200,20000,,1.0,1.0,200.0,20000.0,,Mexico,Mexico,Mexico,Mexico,Mexico,Same Country
2010,460650,2,18.0,1,1,44,1.0,4,0,500,50000,,4.0,0.0,500.0,50000.0,,China,China,China,China,China,Same Country
2015,4410600,2,70.0,1,1,40,1.0,1,0,430,43000,,1.0,0.0,36.0,3600.0,,Scandinavia,United States,Sweden,United States,US-Born,Married US-born
2023,5832036,2,29.0,1,1,51,1.0,7,1,300,30025,,1.0,0.0,47.0,4700.0,,South America,United States,South America (ns),United States,US-Born,Married US-born
2010,2068756,2,19.0,1,2,59,1.0,1,0,405,40500,,1.0,0.0,17.0,1700.0,,United Kingdom,United States,United Kingdom (ns),United States,US-Born,Married US-born
2023,4734219,1,7.0,2,1,46,1.0,7,1,210,21040,,7.0,1.0,200.0,20000.0,,Central America/Caribbean,Mexico,Central America (ns),Mexico,Mexico,Different Region
2020,1183029,2,24.0,1,2,69,1.0,1,0,434,43400,,1.0,0.0,37.0,3700.0,,Scandinavia,United States,Iceland,United States,US-Born,Married US-born
2015,911744,2,42.0,1,2,47,1.0,6,0,518,51800,,1.0,0.0,6.0,600.0,,Southeast Asia,United States,Thailand,United States,US-Born,Married US-born
